Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
5142;5;Lymnaea;natalensis;;Ghana;Stream crossing road at Aboso railway crossing ;Aboso;5° 31' 0N;0° 43' 0W;5.51670;-0.71670;Stream ;McCullough;7;3;1961;;420;;;;
5143;5;Lymnaea;natalensis;;Ghana;Ayemfuri-Bibiani road. Stream at ML 10.5;Ayemfuri;6° 28' 0N;2° 19' 60W;6.46670;-2.33330;Stream ;McCullough;13;3;1961;;455;;;;
5144;5;Lymnaea;natalensis;;Ghana;Bibiani-Nkawie  road. Stream at ML 49.8;Bibiani;6° 28' 0N;2° 19' 60W;6.46670;-2.33330;Stream ;McCullough;14;3;1961;;480;;;;
5145;5;Lymnaea;natalensis;;Ghana;Bibiani-Nkawie  road. Stream at Nyinahin village (ML 36.9);Nyinahin;6° 35' 60N;2° 7' 0W;6.60000;-2.11670;Stream ;McCullough;14;3;1961;;482;;;;
5146;5;Lymnaea;natalensis;;Ghana;"Dunkwa Town. Stream ""Anikoko""";Dunkwa;5° 58' 0N;1° 46' 60W;5.96670;-1.78330;Stream ;McCullough;11;3;1961;;452;;;;
5147;5;Lymnaea;natalensis;;Ghana;"Stream ""Siana"" Bawdia-Dunkwa road at ML 3";Bawdia;5° 37' 60N;2° 6' 0W;5.63330;-2.10000;Stream ;McCullough;10;3;1961;;451;;;;
5148;5;Lymnaea;natalensis;;Ghana;Stream crossing road between Bankyira village and Tarkwa at ML 9.8;Bankyira ;;;;;Stream ;McCullough;6;3;1961;;417;;;;
5149;5;Lymnaea;natalensis;;Ghana;Sefui-Bekwai-Bibiani road. Stream at Patabosso junction (ML 52);Patabosso;6° 19' 0N;2° 16' 60W;6.31670;-2.28330;Stream ;McCullough;14;3;1961;;473;;;;
5150;5;Lymnaea;natalensis;;Ghana;"Stream ""Betwemawki"" in Bibiani Town";Bibiani;6° 28' 0N;2° 19' 60W;6.46670;-2.33330;Stream ;McCullough;14;3;1961;;475;;;;
5151;5;Lymnaea;natalensis;;Ghana;Tarkwa Town. Stream at railway station;Tarkwa;6° 43' 0N;1° 37' 60W;6.71670;-1.63330;Stream ;McCullough;7;3;1961;;432;;;;
5152;5;Lymnaea;natalensis;;Ghana;Old dam at Tamale;Tamale ;10° 47' 8N;0° 51' 5W;10.78560;-0.85140;Dam;McCullough;25;1;1961;;1160;;;;
5153;5;Lymnaea;natalensis;;Ghana;Gogoro Football ground. Tarkwa area ;Gogoro;;;;;;McCullough;8;3;1961;;433;;;;
5154;5;Lymnaea;natalensis;;Ghana;Stream between Bankyim village and Tarkwa mines;Bankyim ;;;;;Stream ;McCullough;6;3;1961;;417;;;;
5155;5;Lymnaea;natalensis;;Ghana;Tarkwa-Aboso road. Stream at Fanti junction;Fanti ;;;;;Stream ;McCullough;7;3;1961;;419;;;;
5156;5;Lymnaea;natalensis;;Ghana;Pond W of Tsinyokofe village. Keta area ;Tsinyokofe ;5° 49' 60N;0° 58' 60E;5.83330;0.98330;Pond;McCullough;31;10;1960;;1005;;;;
5157;5;Lymnaea;natalensis;;Ghana;Pond at Tegbi village, Keta area ;Tegbi;5° 50' 60N;0° 58' 60E;5.85000;0.98330;Pond;McCullough;24;10;1960;;999;;;;
5158;5;Lymnaea;natalensis;;Ghana;Pond at Hedeglokope village, Keta area ;Hedeglokope ;;;;;Pond;McCullough;31;10;1960;;1004;;;;
5159;5;Lymnaea;natalensis;;Chad;Lake of Lere;Lere;9° 39' 16N;14° 13' 49E;9.65440;14.23030;Lake;Lévéque;;2;1970;;;;;;
5160;5;Lymnaea;natalensis;;Ghana;"Stream ""Korawiré"", Tarkwa Town";Tarkwa;6° 43' 0N;1° 37' 60W;6.71670;-1.63330;Stream ;McCullough;7;3;1961;;985;;;;
5161;5;Lymnaea;natalensis;;Ghana;"Stream ""Taleba"" 2½ miles N of Madoumu village, Ada area ";Madoumu;;;;;Stream ;McCullough;29;3;1961;;685;;;;
5162;5;Lymnaea;natalensis;;Ghana;Swampy sugarcane area at Agbenuvorkope village, Keta area ;Agbenuvorkope ;;;;;Swamp;McCullough;21;10;1960;;995;;;;
5163;5;Lymnaea;natalensis;;Ghana;Pond at Avume village, Keta area ;Avume;6° 7' 60N;0° 55' 0E;6.13330;0.91670;Pond;McCullough;2;11;1960;;1007;;;;
5164;5;Lymnaea;natalensis;;Ghana;Pond in Tegbi village, Keta area ;Tegbi;5° 50' 60N;0° 58' 60E;5.85000;0.98330;Pond;McCullough;25;10;1960;;1000;;;;
5165;5;Lymnaea;natalensis;;Ghana;"Pond ""Denygba"" at Kporvikope, Keta area ";Kporvikope;;;;;Pond;McCullough;20;10;1960;;994;;;;
5166;5;Lymnaea;natalensis;;Togo;Adakpamé/Lomé;Adakpamé;6° 10' 4N;1° 17' 13E;6.16780;1.28690;;Renhardt;18;10;1971;;;;;;
5167;5;Lymnaea;natalensis;;Togo;Michon-Tové;Michon-Tové;6° 19' 20N;1° 7' 33E;6.32220;1.12580;;Seguin;6;2;1973;;;;;;
5168;5;Lymnaea;natalensis;;Togo;Lama-Kara;Lama-Kara;9° 33' 4N;1° 11' 10E;9.55110;1.18610;;Sellin;30;4;1976;;140;;;;
5169;5;Lymnaea;natalensis;;Togo;Tokoin;Tokoin;6° 9' 0N;1° 13' 0E;6.15000;1.21670;;Saathoff;;;1972;;;;;;
5170;5;Lymnaea;natalensis;;Togo;Dapango;Dapango;10° 51' 50N;0° 12' 18E;10.86390;0.20500;;Renhardt;16;2;1971;;;;;;
5171;5;Lymnaea;natalensis;;Togo;Pool near Lome Airport;Lome;6° 7' 55N;1° 13' 22E;6.13190;1.22280;Pool;Schulze;31;7;1969;;;;;;
5172;5;Lymnaea;natalensis;;Togo;Nanergou;Nanergou;10° 55' 0N;0° 9' 0E;10.91670;0.15000;;Seguin;21;4;1973;;;;;;
5173;5;Lymnaea;natalensis;;Togo;Sokode;Sokode;8° 58' 60N;1° 7' 60E;8.98330;1.13330;;Sellin;9;5;1976;;154;;;;
5174;5;Lymnaea;natalensis;;Togo;Warf of Baguida (E of Lome);Baguida;6° 10' 3N;1° 19' 30E;6.16750;1.32500;;Schulze;3;7;1969;;;;;;
5175;5;Lymnaea;natalensis;;Togo;Kolemea, Kpando;Kpando;6° 47' 60N;0° 55' 0E;6.80000;0.91670;;Sellin;25;4;1976;;142;;;;
5176;5;Lymnaea;natalensis;;Togo;Lomé Lagoon;Lomé;6° 7' 55N;1° 13' 22E;6.13190;1.22280;;Loiselle;2;5;1968;;;;;;
5177;5;Lymnaea;natalensis;;Togo;Agouéve;Agouéve;6° 13' 60N;1° 13' 0E;6.23330;1.21670;;Seguin;6;6;1973;;;;;;
5178;5;Lymnaea;natalensis;;Togo;Haule;Haule;;;;;;Schulze;27;7;1969;;;;;;
5179;5;Lymnaea;natalensis;;Benin;Dangbo District ;Dangbo;6° 30' 0N;2° 40' 60E;6.50000;2.68330;;Sadeler;;2;1979;;;;;;
5180;5;Lymnaea;natalensis;;Benin;Dangbo, Mitro village ;Mitro;6° 37' 0N;2° 31' 0E;6.61670;2.51670;;Sadeler;;4;1979;;;;;;
5181;5;Lymnaea;natalensis;;Nigeria;Akmadu Bello University, Samaru, Zaria;Samaru;11° 10' 0N;7° 37' 60E;11.16670;7.63330;;V Veen;3;6;1972;;;;;;
5182;5;Lymnaea;natalensis;;Nigeria;Shika, between Kaduna and Zaria;Shika;11° 11' 60N;7° 34' 0E;11.20000;7.56670;;Maffi;1;3;1960;;;;;;
5183;5;Lymnaea;natalensis;;Nigeria;Yakawada, Zaria Province ;Yakawada;11° 16' 0N;7° 24' 0E;11.26670;7.40000;;V Veen;1;6;1973;;;;;;
5184;5;Lymnaea;natalensis;;Nigeria;Yakawada, Zaria Province ;Yakawada;11° 16' 0N;7° 24' 0E;11.26670;7.40000;;V Veen;4;7;1972;;;;;;
5185;5;Lymnaea;natalensis;;Nigeria;Kubanni dam, Samaru, Zaria;Samaru;11° 10' 0N;7° 37' 60E;11.16670;7.63330;Dam;Sellin;28;6;1977;;;;;;
5186;5;Lymnaea;natalensis;;Nigeria;Ibadan?;Ibadan;7° 23' 16N;3° 53' 47E;7.38780;3.89640;;Adumu;;2;1974;;;;;;
5187;5;Lymnaea;natalensis;;Chad;Mbongo near east edge of Ouli Bangala;Ouli Bangala;7° 49' 0N;15° 49' 60E;7.81670;15.83330;;Kawata;3;3;1967;;;;;;
5188;5;Lymnaea;natalensis;;Chad;Mbongo, Ouli Bangala;Ouli Bangala;7° 49' 0N;15° 49' 60E;7.81670;15.83330;;Kawata;2;3;1967;;;;;;
5189;5;Lymnaea;natalensis;;Chad;Fianga, Fort Lamy;Fianga;9° 54' 55N;15° 8' 15E;9.91530;15.13750;;Vigier;;4;1963;;;;;;
5190;5;Lymnaea;natalensis;;Nigeria;Shika,  Zaria Province ;Shika;11° 11' 60N;7° 34' 0E;11.20000;7.56670;;V Veen;;2;1972;;;;;;
5191;5;Lymnaea;natalensis;;Chad;Adjilélé;Adjilélé;12° 52' 60N;14° 41' 60E;12.88330;14.70000;;Lévéque;10;4;1965;;;;;;
5192;5;Lymnaea;natalensis;;Chad;Momia, Ouli Bangala;Ouli Bangala;7° 49' 0N;15° 49' 60E;7.81670;15.83330;;Kawata;2;3;1967;;;;;;
5193;5;Lymnaea;natalensis;;Chad;Fianga;Fianga;9° 54' 55N;15° 8' 15E;9.91530;15.13750;;Lévéque;3;11;1965;;;;;;
5194;5;Lymnaea;natalensis;;Chad;Lake Chad at Sangaria;Sangaria;12° 52' 60N;14° 37' 60E;12.88330;14.63330;Lake;Lévéque;;8;1965;;;;;;
5195;5;Lymnaea;natalensis;;Chad;Brumbi, Ouarai;Brumbi;8° 45' 0N;17° 33' 0E;8.75000;17.55000;;Kawata;22;3;1967;;;;;;
5196;5;Lymnaea;natalensis;;Chad;Lake Chad at Bol;Bol;13° 30' 0N;14° 40' 60E;13.50000;14.68330;Lake;Lévéque;;4;1965;;;;;;
5197;5;Lymnaea;natalensis;;Cameroon;Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;;Olivier;4;6;1964;;;;;;
5198;5;Lymnaea;natalensis;;Cameroon;Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;;N Elimo;;9;1972;;;;;;
5199;5;Lymnaea;natalensis;;Cameroon;Mayo Bazogoy, Mokolo;Mokolo;3° 52' 60N;11° 30' 0E;3.88330;11.50000;;Ripert;;1;1976;;34;;;;
5200;5;Lymnaea;natalensis;;Cameroon;Mivula River ;Mivula River ;;;;;River;Ripert;;6;1975;;20;;;;
5201;5;Lymnaea;natalensis;;Cameroon;River Akeu, Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;River;Ripert;;;1978;;90;;;;
5202;5;Lymnaea;natalensis;;Cameroon;Fish pond near Bafia;Bafia;4°45'0'' N;11°14'0'' E;2.75000;11.23333;Fish pond;Ripert;;;1978;;92;;;;
5203;5;Lymnaea;natalensis;;Cameroon;Mokolo below the dam;Mokolo;3° 52' 60N;11° 30' 0E;3.88330;11.50000;Dam;Ripert;;1;1976;;33;;;;
5204;5;Lymnaea;natalensis;;Cameroon;River Abiergeu near Mokolo;Mokolo;3° 52' 60N;11° 30' 0E;3.88330;11.50000;River;Ripert;;;1978;;91;;;;
5205;5;Lymnaea;natalensis;;Cameroon;Mayo NE of Mokolo;Mokolo;3° 52' 60N;11° 30' 0E;3.88330;11.50000;;Ripert;;1;1976;;35;;;;
5206;5;Lymnaea;natalensis;;Cameroon;Ncholbison, swamp, Yaoundé;Ncholbison;3° 52' 60N;11° 26' 60E;3.88330;11.45000;Swamp;Ripert;;4;1975;;6;;;;
5207;5;Lymnaea;natalensis;;Cameroon;Melen swamp, Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;Swamp;Ripert;;4;1975;;4;;;;
5208;5;Lymnaea;natalensis;;Cameroon;Lake Papounoun between Mbamkouop  and Mapare;Mbamkouop ;5° 40' 0N;10° 37' 0E;5.66670;10.61670;Lake;Ripert;;4;1975;;12;;;;
5209;5;Lymnaea;natalensis;;Cameroon;Komo River ;Komo River ;;;3.58333;11.93333;River;Ripert;;6;1975;;21;;;;
5210;5;Lymnaea;natalensis;;Cameroon;Dam Resevoir of Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;Dam;Ripert;;4;1975;;8;;;;
5211;5;Lymnaea;natalensis;;Cameroon;Club naubique muncipallake Yaoundé;Yaoundé;3° 52' 0N;11° 31' 0E;3.86670;11.51670;;Ripert;;4;1975;;5;;;;
5212;5;Lymnaea;natalensis;;Cameroon;Rice field near Chingo. Bamendjing ;Bamendjing ;5° 42' 0N;10° 28' 60E;5.70000;10.48330;Rice field;Ripert;23;12;1977;;72;;;;
5213;5;Lymnaea;natalensis;;Cameroon;Lake Tison crater Lake near Ngaoundéré;Ngaoundéré;7° 19' 0N;13° 34' 60E;7.31670;13.58330;Lake;Ripert;;4;1975;;9;;;;
5214;5;Lymnaea;natalensis;;Cameroon;Lake Fapon Ibrahima, Bamoun dep.;Bamoun ;4° 52' 60N;10° 48' 0E;4.88330;10.80000;Lake;Ripert;10;11;1974;;;;;;
5215;5;Lymnaea;natalensis;;Cameroon;Swamp near Poli, clean water;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;Swamp;Ripert;22;12;1977;;67;;;;
5216;5;Lymnaea;natalensis;;Cameroon;Swamp near Poli with polluted water;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;Swamp;Ripert;22;12;1977;;68;;;;
5217;5;Lymnaea;natalensis;;Cameroon;Mayo Mofokot near Tokombéré;Tokombéré;10° 52' 0N;14° 9' 0E;10.86670;14.15000;;Ripert;16;12;1977;;48;;;;
5218;5;Lymnaea;natalensis;;Cameroon;Lake Petponoun, Bamendjing ;Bamendjing ;5° 42' 0N;10° 28' 60E;5.70000;10.48330;Lake;Ripert;23;12;1977;;74;;;;
5219;5;Lymnaea;natalensis;;Cameroon;Kerai stream, Bafia;Bafia;4°45'0'' N;11°14'0'' E;2.75000;11.23333;Stream ;Ripert;;;1978;;104;;;;
5220;5;Lymnaea;natalensis;;Cameroon;Drain between Maroua and airport;Maroua;5° 9' 0N;12° 27' 0E;5.15000;12.45000;Drain;Ripert;14;12;1977;;44;;;;
5221;5;Lymnaea;natalensis;;Cameroon;Fishpond at Toumasco;Toumasco;;;;;Fish pond;Ripert;;;1979;;114;;;;
5222;5;Lymnaea;natalensis;;Cameroon;Mayo Plata;Mayo Plata;;;;;;Ripert;;;1978;;118;;;;
5223;5;Lymnaea;natalensis;;Cameroon;Mayo Ribi, 33 km from Touboro to Mbang;Touboro;7° 46' 60N;15° 22' 0E;7.78330;15.36670;;Ripert;23;12;1977;;78;;;;
5224;5;Lymnaea;natalensis;;Cameroon;Mayo Aissa 2 km from Poli;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;;Ripert;21;12;1977;;69;;;;
5225;5;Lymnaea;natalensis;;Cameroon;Mayo Koon, Poli;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;;Ripert;21;12;1977;;65;;;;
5226;5;Lymnaea;natalensis;;Cameroon;Mayo Ouldéné;Mayo Ouldéné;;;;;;Ripert;15;12;1977;;47;;;;
5227;5;Lymnaea;natalensis;;Cameroon;Mayo Koon, Poli;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;;Ripert;22;12;1977;;66;;;;
5228;5;Lymnaea;natalensis;;Cameroon;Swamp at Ntom-Abel;Ntom-Abel;;;;;Swamp;Charlois;9;1;1979;;;;Ripert 137;;
5229;5;Lymnaea;natalensis;;Cameroon;Dam near Nkomelen;Nkomelen;;;;;Dam;Charlois;10;1;1979;;;;Ripert 140;;
5230;5;Lymnaea;natalensis;;Cameroon;Pond at college Bullive (Nkolmébang );Nkolmébang ;4° 22' 60N;11° 25' 0E;4.38330;11.41670;Pond;Charlois;10;1;1979;;;;Ripert 141;;
5231;5;Lymnaea;natalensis;;Cameroon;Lake in Saa Town;Saa;4° 22' 0N;11° 26' 60E;4.36670;11.45000;Lake;Charlois;9;1;1979;;;;Ripert 138;;
5232;5;Lymnaea;natalensis;;Cameroon;Ngalang stream near Ntom Abel;Ntom Abel;;;;;Stream ;Charlois;8;1;1979;;;;Ripert 128;;
5233;5;Lymnaea;natalensis;;Cameroon;Swamp at Nkolmessep;Nkolmessep;;;;;Swamp;Charlois;10;1;1979;;;;Ripert 142;;
5234;5;Lymnaea;natalensis;;Gabon;Libreville, Loubila stream. District Mont Bouet;Libreville;0° 22' 60N;9° 26' 60E;0.38330;9.45000;Stream ;Benneke;23;12;1970;;3;;;;
5235;5;Lymnaea;natalensis;;Gabon;Libreville tributary  to Lowe River, suburb Dakar;Libreville;0° 22' 60N;9° 26' 60E;0.38330;9.45000;River;Benneke;27;12;1970;;9;;;;
5236;5;Lymnaea;natalensis;;Gabon;Obonga swamp NW of Sehweitzer-Norportal Zarin barine;Obonga ;;;;;Swamp;Benneke;31;12;1970;;22;;;;
5237;5;Lymnaea;natalensis;;Gabon;Aouondo stream, Louis;Louis;0° 25' 0N;9° 25' 60E;0.41670;9.43330;Stream ;Benneke;24;12;1970;;5;;;;
5238;5;Lymnaea;natalensis;;Gabon;Stream Bindo tributary to Ogowe, 35 km E of Lambaréné;Lambaréné;0° 49' 0S;9° 0' 0E;-0.81667;9.00000;Stream ;Benneke;1;1;1971;;23;;;;
5239;5;Lymnaea;natalensis;;Gabon;Libreville stream Mbalavea, District Akabe;Libreville;0° 22' 60N;9° 26' 60E;0.38330;9.45000;Stream ;Benneke;23;12;1970;;2;;;;
5240;5;Lymnaea;natalensis;;Gabon;Palmhevas near Lambaréné;Lambaréné;0° 49' 0S;9° 0' 0E;-0.81667;9.00000;;McCullough;;7;1974;;;;;;
5241;5;Lymnaea;natalensis;;Gabon;Stream near Moukoro village, Ndende area  ;Moukoro;2° 31' 60S;11° 34' 60E;-2.53330;11.58330;Stream ;McCullough;;7;1974;;;;;;
5242;5;Lymnaea;natalensis;;Central African Republic;Bossembélé;Bossembélé;5° 16' 0N;17° 38' 60E;5.26670;17.65000;;Pub. Health;;1;1964;;;;;;
5243;5;Lymnaea;natalensis;;Central African Republic;Boy-Rabé Prefect de l'Ombella-M'Poko (Bangui);Bangui;4° 22' 0N;18° 34' 60E;4.36670;18.58330;;Pub. Health;;2;1963;;;;;;
5244;5;Lymnaea;natalensis;;Central African Republic;Bria;Bria;6° 31' 60N;21° 58' 60E;6.53330;21.98330;;Pub. Health;;10;1962;;;;;;
5245;5;Lymnaea;natalensis;;Central African Republic;Paoua;Paoua;;;;;;Pub. Health;;;1962;;;;;;
5246;5;Lymnaea;natalensis;;Central African Republic;Bangassou;Bangassou;4°44'0'' N;22°49'0'' E;4.73333;22.81667;;Sangrain;;9;1963;;;;;;
5247;5;Lymnaea;natalensis;;Central African Republic;Bria;Bria;6° 31' 60N;21° 58' 60E;6.53330;21.98330;;Sangrain;;6;1963;;;;;;
5248;5;Lymnaea;natalensis;;Central African Republic;Bangassou;Bangassou;4°44'0'' N;22°49'0'' E;4.73333;22.81667;;Pub. Health;;1;1964;;;;;;
5249;5;Lymnaea;natalensis;;Central African Republic;Bambari, Prefecture d'Ouaka;Bambari;5° 45' 43N;20° 40' 2E;5.76190;20.66720;;Pub. Health;;9;1962;;;;;;
5250;5;Lymnaea;natalensis;;Central African Republic;Birao;Birao;10° 16' 60N;22° 46' 60E;10.28330;22.78330;;Pub. Health;;3;1962;;;;;;
5251;5;Lymnaea;natalensis;;RPC Congo;Pinase stream, Dolisie;Dolisie;4° 11' 59S;12° 40' 26E;-4.19970;12.67390;Stream ;McCullough;4;2;1962;;;;;;
5252;5;Lymnaea;natalensis;;RPC Congo;Pinase stream, Dolisie;Dolisie;4° 11' 59S;12° 40' 26E;-4.19970;12.67390;Stream ;Dr. de Maseki;;;;;;;(McCullough II.62);;
5253;5;Lymnaea;natalensis;;RPC Congo;Tchinouka stream, Pointe Noire;Pointe Noire;4° 47' 41S;11° 50' 46E;-4.79470;11.84610;Stream ;McCullough;28;1;1962;;;;;;
5254;5;Lymnaea;natalensis;;RPC Congo;Lake Cayo SE of Pointe Noire;Pointe Noire;4° 47' 41S;11° 50' 46E;-4.79470;11.84610;Lake;McCullough;26;1;1962;;;;;;
5255;5;Lymnaea;natalensis;;RPC Congo;Mangandzi stream near Dolisie;Dolisie;4° 11' 59S;12° 40' 26E;-4.19970;12.67390;Stream ;McCullough;16;2;1962;;;;;;
5256;5;Lymnaea;natalensis;;RPC Congo;Duenze stream, Brazzaville;Brazzaville;4° 15' 33S;15° 17' 5E;-4.25920;15.28470;Stream ;McCullough;23;2;1962;;;;;;
5257;5;Lymnaea;natalensis;;RPC Congo;Louvila stream, Loudima;Louvila ;4° 6' 56S;12° 49' 32E;-4.11560;12.82560;Stream ;McCullough;8;2;1962;;;;;;
5258;5;Lymnaea;natalensis;;RPC Congo;Djoué W of Brazzaville;Brazzaville;4° 15' 33S;15° 17' 5E;-4.25920;15.28470;;Dr. de Meillon;7;12;1956;;;;;;
5259;5;Lymnaea;natalensis;;Uganda;Victoria Nile near Jinja;Jinja;0° 22' 60N;32° 32' 60E;0.38330;32.55000;River;Cridland;;9;1950;;;;;;
5260;5;Lymnaea (Radix);;;Uganda;Lake Kyoga (Bugondo);Bugondo;1° 35' 26N;33° 18' 2E;1.59060;33.30060;Lake;Cridland;;8;1950;;;;;;
5261;5;Lymnaea;natalensis;undussumar?;Uganda;Simba Falls, River Nile;Simba Falls;0° 43' 60N;32° 2' 60E;0.73333;33.05000;River;Cridland;;4;1950;;;;;;
5262;5;Lymnaea;natalensis;;Uganda;Victoria Nile below Ripon Falls, Jinja;Jinja;0° 22' 60N;32° 32' 60E;0.38330;32.55000;River;Cridland;;;;;;;;;
5263;5;Lymnaea;nyansae;;Uganda;Lake Kyoga near Bugondo;Bugondo;1° 35' 26N;33° 18' 2E;1.59060;33.30060;Lake;Cridland;8;9;1950;;;;;;
5264;5;Lymnaea;natalensis;;Uganda;Albert Nile, Packwach, 3-4';Packwach;2° 27' 13N;31° 30' 9E;2.45360;31.50250;River;Cridland;;8;1955;;;;;;
5265;5;Lymnaea;natalensis;;Sudan;The White Nile, Nimule;Nimule;3° 36' 0N;32° 2' 60E;3.60000;32.05000;River;Cridland;;8;1955;;;;;;
5266;5;Lymnaea;natalensis;;Uganda;Serere Dam near Lake Kyoga;Serere ;1° 29' 39N;33° 27' 19E;1.49420;33.45530;Dam;Cridland;;;;;;;;;
5267;5;Lymnaea;natalensis;;Uganda;Victoria Nil at Forest Station, Buwenda;Buwenda;0° 28' 0N;33° 10' 60E;0.46670;33.18330;River;Cridland;;;1950;;;;;;
5268;5;Lymnaea;natalensis;;Uganda;Albert Nile, Liri 3-4';Liri;3° 23' 2N;31° 41' 3E;3.38390;31.68420;River;Cridland;;8;1955;;;;;;
5269;5;Lymnaea;natalensis;;DR Congo;Plantation Costa, Sange, Ruzizi Plains;Sange;3° 4' 60S;29° 7' 0E;-3.08330;29.11670;Plains;Gillet;;;1959;;3B3;;;;
5270;5;Lymnaea;natalensis;;DR Congo;Dam Tshibitoke, Kalambo, Ruzizi Plains;Tshibitoke;;;;;Dam;Gillet;;;1959;;34B2;;;;
5271;5;Lymnaea;natalensis;;DR Congo;River Runingo, Ruzizi Plains;River Runingo;;;-3.19000;29.21333;River;Gillet;;;1959;;36D;;;;
5272;5;Lymnaea;natalensis;;DR Congo;Riziéres Sango, Kalambo, Ruzizi Plains;Sango;3° 52' 44S;29° 4' 30E;-3.87890;29.07500;Plains;Gillet;;;1959;;35A;;;;
5273;5;Lymnaea;natalensis;;DR Congo;Irrigation Bwegera, Ruzizi Plains;Bwegera;2° 54' 30S;29° 2' 4E;-2.90830;29.03440;Irrigation;Gillet;;;1959;;38A;;;;
5274;5;Lymnaea;natalensis;;DR Congo;Dam Sango, Kalambo, Ruzizi Plains;Sango;3° 52' 44S;29° 4' 30E;-3.87890;29.07500;Dam;Gillet;;;1959;;33A;;;;
5275;5;Lymnaea;natalensis;;DR Congo;Plantation Kimpe Lubarika, Ruzizi Plains;Lubarika;2° 49' 9S;28° 56' 29E;-2.81920;28.94140;Plains;Gillet;;;1959;;11D;;;;
5276;5;Lymnaea;natalensis;;DR Congo;Tshopo. Stream below the Power station;Tshopo;0° 33' 27N;25° 6' 55E;0.55750;25.11528;Stream ;Benneke;8;7;1970;;221;;;;
5277;5;Lymnaea;natalensis;;DR Congo;Nyabidahina, Kalambo, Ruzizi Plains;Nyabidahina;;;;;Plains;Gillet;;;1959;;B9;;;;
5278;5;Lymnaea;natalensis;;DR Congo;Riziére Kalambo. Ruzizi Plains;Kalambo;;;-3.15028;28.69833;Plains;Gillet;;;1959;;A27;;;;
5279;5;Lymnaea;natalensis;;DR Congo;Irrigation Kalambo, Ruzizi Plains;Kalambo;;;-3.15028;28.69833;Irrigation;Gillet;;;1959;;32A2;;;;
5280;5;Lymnaea;natalensis;;DR Congo;Plantation Costa, Sange, Ruzizi Plains;Sange;3° 4' 60S;29° 7' 0E;-3.08330;29.11670;Plains;Gillet;;;1959;;3B1;;;;
5281;5;Lymnaea;natalensis;;DR Congo;Drain Kalambo, Ruzizi Plains;Kalambo;;;-3.15028;28.69833;Drain;Gillet;;;1959;;29B;;;;
5282;5;Lymnaea;natalensis;;DR Congo;Plantation Kimpe Lubarika, Ruzizi Plains;Lubarika;2° 49' 9S;28° 56' 29E;-2.81920;28.94140;Plains;Gillet;;;1959;;IIC3;;;;
5283;5;Lymnaea;natalensis;;DR Congo;Irrigation Runingo, Ruzizi Plains;Runingo;3° 10' 60S;29° 8' 60E;-3.18330;29.15000;Irrigation;Gillet;;;1959;;36B;;;;
5284;5;Lymnaea;natalensis;;DR Congo;Plantation Chiminco Lubarika, Ruzizi Plains;Lubarika;2° 49' 9S;28° 56' 29E;-2.81920;28.94140;Plains;Gillet;;;1959;;A11;;;;
5285;5;Lymnaea;natalensis;;DR Congo;Congo at Kongolo;Kongolo;5° 22' 60S;27° 0' 0E;-5.38330;27.00000;River;Gillet;4;3;1952;;;;;;
5286;5;Lymnaea;natalensis;;DR Congo;River Kitatumba, Butembo;Butembo;0° 9' 0N;29° 16' 60E;0.15000;29.28330;River;Gillet;17;1;1952;;;;;;
5287;5;Lymnaea;natalensis;;DR Congo;Mission Koutwa, Butembo;Butembo;0° 9' 0N;29° 16' 60E;0.15000;29.28330;;Gillet;24;1;1952;;;;;;
5288;5;Lymnaea;natalensis;;DR Congo;Marais Butembo;Butembo;0° 9' 0N;29° 16' 60E;0.15000;29.28330;;Gillet;22;1;1952;;;;;;
5289;5;Lymnaea;natalensis;;DR Congo;"River ""G2"" Bela";Bela;;;;;River;Gillet;30;1;1952;;;;;;
5290;5;Lymnaea;natalensis;;DR Congo;River Rutshuru (Barrage);River Rutshuru;;;-1.16056;29.38250;River;Gillet;14;1;1952;;;;;;
5291;5;Lymnaea;natalensis;;DR Congo;Beni, swinning pool;Beni;0° 30' 0N;29° 28' 0E;0.50000;29.46670;Pool;Gillet;28;1;1952;;;;;;
5292;5;Lymnaea;natalensis;;DR Congo;Kabondo stream tributary of the Tshopo River ;Kabondo;5°44'0'' S;26°47'0'' E;-5.73333;26.78333;Stream ;Benneke;27;7;1970;;270;;;;
5293;5;Lymnaea;natalensis;;DR Congo;Dams Butembo;Butembo;0° 9' 0N;29° 16' 60E;0.15000;29.28330;Dam;Gillet;22;1;1952;;;;;;
